"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Tue Jun 27 14:55:39 CLT 2023","Tue Jun 27 14:55:39 CLT 2023","0","","cypress/e2e/features/cart.feature","","","","Oops...we found an error preparing this test file: cypress/e2e/features/cart.feature",""
